time;model;dataset;n_neighbors;One_nn;T;C
1.876813;ltsa;olivetti;13;0.725;0.455;0.315
1.976596;ltsa;olivetti;14;0.7225;0.432;0.325
2.204867;ltsa;olivetti;15;0.71;0.441;0.32
13.428835;tsne;coil20;5;0.93333;0.505;0.494
13.644443;tsne;coil20;6;0.93333;0.506;0.495
12.913893;tsne;coil20;7;0.93333;0.506;0.494
13.336087;tsne;coil20;8;0.93333;0.506;0.492
32.448111;tsne;coil20;9;0.93333;0.507;0.492
30.80778;tsne;coil20;10;0.93333;0.507;0.492
47.275836;tsne;coil20;11;0.93333;0.506;0.493
49.56157;tsne;coil20;12;0.93333;0.506;0.494
36.158183;tsne;coil20;13;0.93333;0.506;0.493
13.794457;tsne;coil20;14;0.93333;0.505;0.494
16.202679;tsne;coil20;15;0.93333;0.506;0.494
1.267611;tsne;orl;5;0.98;0.493;0.494
1.557762;tsne;orl;6;0.98;0.496;0.497
0.996418;tsne;orl;7;0.98;0.497;0.497
0.964939;tsne;orl;8;0.98;0.497;0.5
1.002894;tsne;orl;9;0.98;0.498;0.504
1.286492;tsne;orl;10;0.98;0.497;0.507
1.511744;tsne;orl;11;0.98;0.497;0.509
1.844072;tsne;orl;12;0.98;0.499;0.51
1.468578;tsne;orl;13;0.98;0.504;0.51
1.00747;tsne;orl;14;0.98;0.507;0.513
1.200789;tsne;orl;15;0.98;0.508;0.514
15.599593;tsne;parallel.swiss;5;0.491;0.5;0.498
16.686653;tsne;parallel.swiss;6;0.491;0.5;0.498
11.960542;tsne;parallel.swiss;7;0.491;0.498;0.498
12.099086;tsne;parallel.swiss;8;0.491;0.499;0.498
10.771108;tsne;parallel.swiss;9;0.491;0.499;0.498
10.859116;tsne;parallel.swiss;10;0.491;0.499;0.499
10.396505;tsne;parallel.swiss;11;0.491;0.499;0.499
10.84083;tsne;parallel.swiss;12;0.491;0.5;0.5
10.72691;tsne;parallel.swiss;13;0.491;0.501;0.501
11.247342;tsne;parallel.swiss;14;0.491;0.501;0.502
10.863159;tsne;parallel.swiss;15;0.491;0.501;0.502
11.334097;tsne;broken.s_curve;5;0.484;0.498;0.504
11.275658;tsne;broken.s_curve;6;0.484;0.499;0.503
10.947445;tsne;broken.s_curve;7;0.484;0.499;0.503
13.00889;tsne;broken.s_curve;8;0.484;0.5;0.501
11.331019;tsne;broken.s_curve;9;0.484;0.5;0.502
11.298285;tsne;broken.s_curve;10;0.484;0.501;0.502
10.710952;tsne;broken.s_curve;11;0.484;0.5;0.502
11.390029;tsne;broken.s_curve;12;0.484;0.501;0.503
10.913786;tsne;broken.s_curve;13;0.484;0.501;0.503
11.379183;tsne;broken.s_curve;14;0.484;0.501;0.503
14.239187;tsne;broken.s_curve;15;0.484;0.501;0.503
12.997029;tsne;two.swiss;5;0.491;0.5;0.498
14.372819;tsne;two.swiss;6;0.491;0.501;0.498
14.044189;tsne;two.swiss;7;0.491;0.499;0.498
13.60538;tsne;two.swiss;8;0.491;0.5;0.498
12.030201;tsne;two.swiss;9;0.491;0.5;0.498
11.570803;tsne;two.swiss;10;0.491;0.5;0.499
10.660369;tsne;two.swiss;11;0.491;0.5;0.499
14.138813;tsne;two.swiss;12;0.491;0.501;0.5
12.827011;tsne;two.swiss;13;0.491;0.502;0.501
13.856826;tsne;two.swiss;14;0.491;0.502;0.502
10.965417;tsne;two.swiss;15;0.491;0.502;0.502
15.566948;tsne;mit-cbcl;5;0.91501;0.503;0.494
15.914588;tsne;mit-cbcl;6;0.91501;0.504;0.495
16.252058;tsne;mit-cbcl;7;0.91501;0.503;0.496
17.843625;tsne;mit-cbcl;8;0.91501;0.502;0.497
19.256048;tsne;mit-cbcl;9;0.91501;0.501;0.497
17.105537;tsne;mit-cbcl;10;0.91501;0.501;0.496
16.544649;tsne;mit-cbcl;11;0.91501;0.502;0.496
15.780037;tsne;mit-cbcl;12;0.91501;0.502;0.496
16.296491;tsne;mit-cbcl;13;0.91501;0.503;0.497
18.394812;tsne;mit-cbcl;14;0.91501;0.503;0.497
17.55733;tsne;mit-cbcl;15;0.91501;0.503;0.497
0.924327;tsne;olivetti;5;0.98;0.504;0.497
0.845858;tsne;olivetti;6;0.98;0.505;0.498
0.827739;tsne;olivetti;7;0.98;0.503;0.499
0.927015;tsne;olivetti;8;0.98;0.502;0.503
0.981378;tsne;olivetti;9;0.98;0.505;0.506
1.020777;tsne;olivetti;10;0.98;0.505;0.506
0.740733;tsne;olivetti;11;0.98;0.508;0.506
0.724338;tsne;olivetti;12;0.98;0.509;0.508
0.717331;tsne;olivetti;13;0.98;0.51;0.509
0.80388;tsne;olivetti;14;0.98;0.512;0.51
0.722878;tsne;olivetti;15;0.98;0.511;0.511
4.406913;isomap;coil20;5;0.07083;0.984;0.998
4.676096;isomap;coil20;6;0.10069;0.971;0.997
5.684199;isomap;coil20;7;0.11667;0.978;0.997
4.433744;isomap;coil20;8;0.07431;0.984;0.997
3.878523;isomap;coil20;9;0.08958;0.979;0.997
3.945443;isomap;coil20;10;0.09514;0.968;0.995
3.421025;isomap;coil20;11;0.10347;0.973;0.995
3.360702;isomap;coil20;12;0.10903;0.971;0.994
3.755352;isomap;coil20;13;0.1125;0.971;0.994
2.627682;isomap;coil20;14;0.11458;0.97;0.994
2.680905;isomap;coil20;15;0.09444;0.977;0.995
0.246535;isomap;orl;5;0.1325;0.983;0.996
0.277637;isomap;orl;6;0.12;0.985;0.995
0.289815;isomap;orl;7;0.175;0.977;0.993
0.303658;isomap;orl;8;0.155;0.976;0.992
0.284912;isomap;orl;9;0.145;0.973;0.99
0.23581;isomap;orl;10;0.1675;0.965;0.988
0.25239;isomap;orl;11;0.1625;0.971;0.989
0.262835;isomap;orl;12;0.1675;0.97;0.988
0.248227;isomap;orl;13;0.1825;0.971;0.988
0.237303;isomap;orl;14;0.1625;0.967;0.987
0.271483;isomap;orl;15;0.1475;0.967;0.987
2.534173;isomap;parallel.swiss;5;0.11;0.997;0.999
2.257459;isomap;parallel.swiss;6;0.1015;0.998;0.999
2.297651;isomap;parallel.swiss;7;0.095;0.997;0.999
2.730107;isomap;parallel.swiss;8;0.0915;0.997;0.999
2.970741;isomap;parallel.swiss;9;0.174;0.95;0.988
3.445453;isomap;parallel.swiss;10;0.256;0.927;0.984
4.164243;isomap;parallel.swiss;11;0.2405;0.93;0.983
2.952396;isomap;parallel.swiss;12;0.2515;0.931;0.982
2.718264;isomap;parallel.swiss;13;0.2455;0.929;0.982
3.391524;isomap;parallel.swiss;14;0.2525;0.906;0.98
3.292074;isomap;parallel.swiss;15;0.257;0.891;0.979
2.885156;isomap;broken.s_curve;5;0.073;0.992;0.998
4.176853;isomap;broken.s_curve;6;0.0745;0.991;0.998
2.839163;isomap;broken.s_curve;7;0.067;0.992;0.998
3.049841;isomap;broken.s_curve;8;0.065;0.991;0.998
3.029084;isomap;broken.s_curve;9;0.0695;0.99;0.998
3.441745;isomap;broken.s_curve;10;0.073;0.99;0.998
3.287459;isomap;broken.s_curve;11;0.0655;0.99;0.998
3.515018;isomap;broken.s_curve;12;0.0685;0.99;0.998
3.170661;isomap;broken.s_curve;13;0.0675;0.99;0.998
3.208962;isomap;broken.s_curve;14;0.0675;0.991;0.998
3.052859;isomap;broken.s_curve;15;0.0685;0.991;0.998
2.662338;isomap;two.swiss;5;0.198;0.981;0.995
3.110478;isomap;two.swiss;6;0.187;0.98;0.995
3.362169;isomap;two.swiss;7;0.154;0.98;0.995
3.14431;isomap;two.swiss;8;0.153;0.98;0.995
2.839227;isomap;two.swiss;9;0.1645;0.952;0.991
3.081904;isomap;two.swiss;10;0.24;0.929;0.987
2.95331;isomap;two.swiss;11;0.255;0.926;0.985
2.966769;isomap;two.swiss;12;0.2635;0.923;0.983
2.902514;isomap;two.swiss;13;0.2525;0.924;0.983
3.127361;isomap;two.swiss;14;0.163;0.952;0.99
2.823727;isomap;two.swiss;15;0.253;0.899;0.982
11.280091;isomap;mit-cbcl;5;0.02088;0.994;0.998
7.973136;isomap;mit-cbcl;6;0.01846;0.993;0.998
6.366389;isomap;mit-cbcl;7;0.01797;0.994;0.998
4.998202;isomap;mit-cbcl;8;0.01943;0.993;0.998
4.649685;isomap;mit-cbcl;9;0.02137;0.992;0.997
5.071945;isomap;mit-cbcl;10;0.02283;0.992;0.997
4.511289;isomap;mit-cbcl;11;0.01894;0.991;0.997
4.271251;isomap;mit-cbcl;12;0.01846;0.992;0.997
4.804801;isomap;mit-cbcl;13;0.0204;0.99;0.997
4.463916;isomap;mit-cbcl;14;0.01991;0.99;0.996
4.15364;isomap;mit-cbcl;15;0.0204;0.991;0.996
0.414878;isomap;olivetti;5;0.1975;0.969;0.994
0.297151;isomap;olivetti;6;0.2275;0.965;0.992
0.2911;isomap;olivetti;7;0.2025;0.972;0.992
0.371118;isomap;olivetti;8;0.2125;0.967;0.99
0.343929;isomap;olivetti;9;0.21;0.967;0.988
0.402822;isomap;olivetti;10;0.19;0.971;0.989
0.361644;isomap;olivetti;11;0.1825;0.967;0.988
0.281343;isomap;olivetti;12;0.1925;0.965;0.987
0.280697;isomap;olivetti;13;0.195;0.965;0.986
0.285919;isomap;olivetti;14;0.2025;0.964;0.985
0.321821;isomap;olivetti;15;0.215;0.961;0.984
22.360782;isomap.eng;coil20;5;0.08819;0.967;0.996
36.661466;isomap.eng;coil20;6;0.09653;0.966;0.995
39.317492;isomap.eng;coil20;7;0.1125;0.967;0.995
34.528374;isomap.eng;coil20;8;0.08681;0.973;0.996
22.941081;isomap.eng;coil20;9;0.10417;0.97;0.995
22.653233;isomap.eng;coil20;10;0.09236;0.974;0.995
20.620081;isomap.eng;coil20;11;0.10208;0.968;0.993
20.486608;isomap.eng;coil20;12;0.10764;0.976;0.994
34.24435;isomap.eng;coil20;13;0.10556;0.975;0.994
38.332039;isomap.eng;coil20;14;0.11736;0.97;0.994
26.950138;isomap.eng;coil20;15;0.09236;0.976;0.994
0.962206;isomap.eng;orl;5;0.135;0.983;0.996
1.004602;isomap.eng;orl;6;0.12;0.98;0.995
1.107299;isomap.eng;orl;7;0.145;0.977;0.993
1.151776;isomap.eng;orl;8;0.1575;0.975;0.991
1.282791;isomap.eng;orl;9;0.145;0.974;0.99
1.284488;isomap.eng;orl;10;0.1675;0.965;0.988
1.448239;isomap.eng;orl;11;0.1625;0.971;0.989
1.901623;isomap.eng;orl;12;0.1675;0.97;0.988
2.263888;isomap.eng;orl;13;0.1825;0.971;0.988
2.068988;isomap.eng;orl;14;0.1625;0.967;0.987
2.213652;isomap.eng;orl;15;0.1475;0.967;0.987
3.457923;isomap.eng;parallel.swiss;5;0.1005;0.999;0.999
3.626539;isomap.eng;parallel.swiss;6;0.0885;0.999;1.0
3.848033;isomap.eng;parallel.swiss;7;0.087;0.999;0.999
4.414725;isomap.eng;parallel.swiss;8;0.0875;0.999;0.999
4.744107;isomap.eng;parallel.swiss;9;0.1675;0.967;0.996
5.086834;isomap.eng;parallel.swiss;10;0.148;0.949;0.996
4.993981;isomap.eng;parallel.swiss;11;0.1515;0.947;0.996
4.506194;isomap.eng;parallel.swiss;12;0.145;0.946;0.996
4.516887;isomap.eng;parallel.swiss;13;0.161;0.947;0.995
5.450387;isomap.eng;parallel.swiss;14;0.244;0.934;0.995
5.120692;isomap.eng;parallel.swiss;15;0.161;0.927;0.995
5.225963;isomap.eng;broken.s_curve;5;0.1365;0.979;0.996
5.56902;isomap.eng;broken.s_curve;6;0.131;0.98;0.996
5.655814;isomap.eng;broken.s_curve;7;0.1565;0.976;0.995
5.217333;isomap.eng;broken.s_curve;8;0.1525;0.974;0.995
5.260432;isomap.eng;broken.s_curve;9;0.1445;0.975;0.995
7.040528;isomap.eng;broken.s_curve;10;0.158;0.975;0.995
6.043152;isomap.eng;broken.s_curve;11;0.165;0.975;0.994
5.35853;isomap.eng;broken.s_curve;12;0.16;0.975;0.994
6.966301;isomap.eng;broken.s_curve;13;0.1435;0.975;0.994
6.232566;isomap.eng;broken.s_curve;14;0.15;0.975;0.994
5.360048;isomap.eng;broken.s_curve;15;0.1385;0.975;0.994
4.112553;isomap.eng;two.swiss;5;0.234;0.961;0.995
4.019098;isomap.eng;two.swiss;6;0.2095;0.97;0.995
4.874771;isomap.eng;two.swiss;7;0.168;0.981;0.995
4.755256;isomap.eng;two.swiss;8;0.18;0.978;0.995
4.967369;isomap.eng;two.swiss;9;0.1515;0.978;0.995
4.572612;isomap.eng;two.swiss;10;0.262;0.927;0.988
4.575244;isomap.eng;two.swiss;11;0.2405;0.936;0.991
4.618131;isomap.eng;two.swiss;12;0.247;0.941;0.989
4.306156;isomap.eng;two.swiss;13;0.216;0.932;0.99
4.637023;isomap.eng;two.swiss;14;0.194;0.955;0.994
4.555361;isomap.eng;two.swiss;15;0.184;0.939;0.99
33.019639;isomap.eng;mit-cbcl;5;0.0204;0.99;0.997
27.923993;isomap.eng;mit-cbcl;6;0.02623;0.989;0.997
31.058631;isomap.eng;mit-cbcl;7;0.01991;0.992;0.997
21.163793;isomap.eng;mit-cbcl;8;0.0204;0.993;0.997
25.096501;isomap.eng;mit-cbcl;9;0.01894;0.993;0.997
25.936279;isomap.eng;mit-cbcl;10;0.0204;0.993;0.997
16.616946;isomap.eng;mit-cbcl;11;0.01894;0.992;0.997
14.958791;isomap.eng;mit-cbcl;12;0.01846;0.993;0.997
14.672492;isomap.eng;mit-cbcl;13;0.01943;0.991;0.997
14.490972;isomap.eng;mit-cbcl;14;0.01894;0.991;0.997
15.836435;isomap.eng;mit-cbcl;15;0.01894;0.991;0.996
1.852297;isomap.eng;olivetti;5;0.2075;0.968;0.994
1.162874;isomap.eng;olivetti;6;0.2275;0.965;0.992
1.371569;isomap.eng;olivetti;7;0.2025;0.972;0.992
1.549053;isomap.eng;olivetti;8;0.2125;0.967;0.99
1.395695;isomap.eng;olivetti;9;0.21;0.967;0.988
1.529198;isomap.eng;olivetti;10;0.19;0.971;0.989
1.695771;isomap.eng;olivetti;11;0.1825;0.967;0.988
1.706496;isomap.eng;olivetti;12;0.1925;0.965;0.987
1.809073;isomap.eng;olivetti;13;0.195;0.965;0.986
1.775216;isomap.eng;olivetti;14;0.2025;0.964;0.985
1.849829;isomap.eng;olivetti;15;0.215;0.961;0.984
10.813482;ltsa;coil20;5;0.42569;0.732;0.675
12.660949;ltsa;coil20;6;0.39722;0.775;0.688
15.695481;ltsa;coil20;7;0.41181;0.742;0.684
1.526326;ltsa.skl;coil20;5;0.12639;0.932;0.902
13.936236;tsne;coil20;5;0.93333;0.505;0.494
13.338588;tsne;coil20;6;0.93333;0.506;0.495
19.987697;tsne;coil20;7;0.93333;0.506;0.494
29.807716;tsne;coil20;8;0.93333;0.506;0.492
22.499413;tsne;coil20;9;0.93333;0.507;0.492
39.727329;tsne;coil20;10;0.93333;0.507;0.492
37.495184;tsne;coil20;11;0.93333;0.506;0.493
21.446675;tsne;coil20;12;0.93333;0.506;0.494
21.204387;tsne;coil20;13;0.93333;0.506;0.493
22.6764;tsne;coil20;14;0.93333;0.505;0.494
21.920833;tsne;coil20;15;0.93333;0.506;0.494
1.645745;tsne;orl;5;0.98;0.493;0.494
1.668799;tsne;orl;6;0.98;0.496;0.497
2.216574;tsne;orl;7;0.98;0.497;0.497
4.327493;tsne;orl;8;0.98;0.497;0.5
3.542538;tsne;orl;9;0.98;0.498;0.504
5.570258;tsne;orl;10;0.98;0.497;0.507
4.431695;tsne;orl;11;0.98;0.497;0.509
3.784177;tsne;orl;12;0.98;0.499;0.51
5.44508;tsne;orl;13;0.98;0.504;0.51
6.99609;tsne;orl;14;0.98;0.507;0.513
3.606431;tsne;orl;15;0.98;0.508;0.514
58.035409;tsne;parallel.swiss;5;0.491;0.5;0.498
48.525501;tsne;parallel.swiss;6;0.491;0.5;0.498
64.828525;tsne;parallel.swiss;7;0.491;0.498;0.498
28.081694;ltsa;coil20;5;0.18264;0.892;0.837
17.526258;ltsa;coil20;6;0.22708;0.873;0.839
6.073385;ltsa;coil20;5;0.42569;0.732;0.675
9.076038;ltsa;coil20;6;0.39722;0.775;0.688
11.328767;ltsa;coil20;7;0.41181;0.742;0.684
12.711436;ltsa;coil20;8;0.3125;0.776;0.683
15.566598;ltsa;coil20;9;0.35486;0.782;0.698
15.849254;ltsa;coil20;10;0.38611;0.763;0.692
6.395555;ltsa;coil20;5;0.18264;0.892;0.837
0.970282;le.skl;coil20;5;0.23056;0.891;0.984
1.22338;le.skl;coil20;6;0.17014;0.902;0.99
2.205281;le.skl;coil20;7;0.19236;0.904;0.878
1.976921;le.skl;coil20;8;0.2;0.923;0.988
2.221875;le.skl;coil20;9;0.13194;0.953;0.893
2.054252;le.skl;coil20;10;0.19653;0.931;0.989
2.280666;le.skl;coil20;11;0.14931;0.934;0.847
2.054379;le.skl;coil20;12;0.26597;0.914;0.986
2.556746;le.skl;coil20;13;0.18819;0.962;0.836
2.100347;le.skl;coil20;14;0.26319;0.9;0.985
2.551189;le.skl;coil20;15;0.23403;0.929;0.983
0.385815;le.skl;orl;5;0.3325;0.897;0.973
0.450302;le.skl;orl;6;0.5175;0.845;0.959
0.445917;le.skl;orl;7;0.5875;0.732;0.923
0.412759;le.skl;orl;8;0.5675;0.848;0.943
0.421335;le.skl;orl;9;0.65;0.814;0.933
0.460626;le.skl;orl;10;0.6725;0.818;0.924
0.384786;le.skl;orl;11;0.3925;0.907;0.955
0.443507;le.skl;orl;12;0.395;0.917;0.951
0.372773;le.skl;orl;13;0.4375;0.914;0.946
0.467205;le.skl;orl;14;0.455;0.915;0.948
0.351037;le.skl;orl;15;0.465;0.908;0.945
1.088074;le.skl;parallel.swiss;5;0.3715;0.92;0.908
0.856913;le.skl;parallel.swiss;6;0.3885;0.908;0.903
0.773618;le.skl;parallel.swiss;7;0.4025;0.906;0.902
0.702058;le.skl;parallel.swiss;8;0.406;0.908;0.903
0.696497;le.skl;parallel.swiss;9;0.4035;0.906;0.903
0.55922;le.skl;parallel.swiss;10;0.427;0.908;0.906
0.442994;le.skl;parallel.swiss;11;0.323;0.937;0.934
0.4763;le.skl;parallel.swiss;12;0.344;0.93;0.927
0.596363;le.skl;parallel.swiss;13;0.3175;0.941;0.943
0.510208;le.skl;parallel.swiss;14;0.357;0.92;0.924
0.49429;le.skl;parallel.swiss;15;0.328;0.926;0.932
0.870543;le.skl;broken.s_curve;5;0.0645;0.989;0.943
0.65953;le.skl;broken.s_curve;6;0.099;0.978;0.934
0.78967;le.skl;broken.s_curve;7;0.109;0.973;0.935
0.699364;le.skl;broken.s_curve;8;0.087;0.987;0.943
0.576252;le.skl;broken.s_curve;9;0.1125;0.974;0.939
0.631755;le.skl;broken.s_curve;10;0.0745;0.985;0.946
0.523356;le.skl;broken.s_curve;11;0.0575;0.988;0.948
0.52999;le.skl;broken.s_curve;12;0.0905;0.98;0.94
0.500611;le.skl;broken.s_curve;13;0.0675;0.99;0.952
0.470725;le.skl;broken.s_curve;14;0.0525;0.983;0.94
0.469162;le.skl;broken.s_curve;15;0.0725;0.978;0.943
0.858422;le.skl;two.swiss;5;0.274;0.951;0.933
0.639134;le.skl;two.swiss;6;0.374;0.912;0.903
0.58503;le.skl;two.swiss;7;0.395;0.908;0.903
0.521288;le.skl;two.swiss;8;0.344;0.931;0.921
0.605018;le.skl;two.swiss;9;0.403;0.91;0.906
0.481486;le.skl;two.swiss;10;0.307;0.936;0.922
0.411669;le.skl;two.swiss;11;0.312;0.936;0.925
0.407073;le.skl;two.swiss;12;0.352;0.921;0.92
0.380743;le.skl;two.swiss;13;0.3585;0.924;0.921
0.47222;le.skl;two.swiss;14;0.412;0.888;0.903
0.420396;le.skl;two.swiss;15;0.335;0.933;0.933
2.069092;le.skl;mit-cbcl;5;0.01943;0.993;0.976
1.590303;le.skl;mit-cbcl;6;0.01894;0.99;0.939
1.046062;le.skl;mit-cbcl;7;0.034;0.976;0.993
1.138963;le.skl;mit-cbcl;8;0.02525;0.989;0.897
1.072538;le.skl;mit-cbcl;9;0.02283;0.989;0.898
1.114998;le.skl;mit-cbcl;10;0.02574;0.986;0.88
1.0413;le.skl;mit-cbcl;11;0.03934;0.971;0.991
1.047078;le.skl;mit-cbcl;12;0.07334;0.966;0.992
1.151138;le.skl;mit-cbcl;13;0.0272;0.982;0.841
0.965991;le.skl;mit-cbcl;14;0.05342;0.974;0.992
1.012057;le.skl;mit-cbcl;15;0.05342;0.969;0.992
0.121512;le.skl;olivetti;5;0.4;0.856;0.793
0.116876;le.skl;olivetti;6;0.48;0.798;0.735
0.112159;le.skl;olivetti;7;0.5125;0.824;0.895
0.105887;le.skl;olivetti;8;0.575;0.808;0.9
0.109328;le.skl;olivetti;9;0.53;0.81;0.89
0.111543;le.skl;olivetti;10;0.555;0.823;0.904
0.105375;le.skl;olivetti;11;0.595;0.818;0.9
0.121366;le.skl;olivetti;12;0.605;0.813;0.893
0.117239;le.skl;olivetti;13;0.6225;0.812;0.89
0.119397;le.skl;olivetti;14;0.6175;0.804;0.886
0.128705;le.skl;olivetti;15;0.62;0.818;0.888
1.236458;lle.skl;coil20;5;0.15833;0.915;0.986
1.377824;lle.skl;coil20;6;0.13056;0.936;0.982
1.50609;lle.skl;coil20;7;0.11667;0.95;0.985
2.999221;lle.skl;coil20;8;0.10764;0.946;0.974
3.132613;lle.skl;coil20;9;0.11319;0.95;0.978
3.258623;lle.skl;coil20;10;0.17569;0.917;0.976
3.983388;lle.skl;coil20;11;0.13403;0.933;0.974
3.821622;lle.skl;coil20;12;0.12708;0.934;0.972
3.638828;lle.skl;coil20;13;0.24167;0.911;0.971
3.938472;lle.skl;coil20;14;0.24653;0.904;0.966
4.778982;lle.skl;coil20;15;0.1375;0.94;0.977
0.24488;lle.skl;orl;5;0.245;0.913;0.96
0.286089;lle.skl;orl;6;0.3025;0.89;0.915
0.409616;lle.skl;orl;7;0.4925;0.888;0.839
0.354614;lle.skl;orl;8;0.575;0.826;0.935
0.287566;lle.skl;orl;9;0.6025;0.779;0.923
0.43042;lle.skl;orl;10;0.4025;0.89;0.942
0.344923;lle.skl;orl;11;0.3725;0.881;0.935
0.338006;lle.skl;orl;12;0.39;0.879;0.928
0.546639;lle.skl;orl;13;0.3625;0.898;0.936
0.674285;lle.skl;orl;14;0.38;0.9;0.936
0.694311;lle.skl;orl;15;0.3875;0.899;0.932
0.151151;lle.skl;parallel.swiss;5;0.383;0.901;0.989
0.186285;lle.skl;parallel.swiss;6;0.28;0.946;0.956
0.116978;lle.skl;parallel.swiss;7;0.2955;0.909;0.989
0.153561;lle.skl;parallel.swiss;8;0.392;0.911;0.991
0.214189;lle.skl;parallel.swiss;9;0.323;0.928;0.907
0.243393;lle.skl;parallel.swiss;10;0.3305;0.866;0.98
0.420275;lle.skl;parallel.swiss;11;0.282;0.907;0.923
0.294605;lle.skl;parallel.swiss;12;0.4055;0.833;0.964
0.185271;lle.skl;parallel.swiss;13;0.406;0.847;0.967
0.186483;lle.skl;parallel.swiss;14;0.428;0.849;0.969
0.202448;lle.skl;parallel.swiss;15;0.4275;0.838;0.97
0.133981;lle.skl;broken.s_curve;5;0.2035;0.96;0.966
0.158263;lle.skl;broken.s_curve;6;0.2635;0.922;0.955
0.200352;lle.skl;broken.s_curve;7;0.1975;0.943;0.959
0.192711;lle.skl;broken.s_curve;8;0.2605;0.938;0.927
0.170423;lle.skl;broken.s_curve;9;0.203;0.938;0.949
0.18416;lle.skl;broken.s_curve;10;0.2635;0.935;0.935
0.262568;lle.skl;broken.s_curve;11;0.2495;0.949;0.938
0.321524;lle.skl;broken.s_curve;12;0.2705;0.937;0.934
0.166986;lle.skl;broken.s_curve;13;0.195;0.949;0.937
0.13367;lle.skl;broken.s_curve;14;0.222;0.926;0.93
0.27092;lle.skl;broken.s_curve;15;0.2695;0.835;0.922
0.206927;lle.skl;two.swiss;5;0.3535;0.911;0.989
0.129787;lle.skl;two.swiss;6;0.27;0.949;0.966
0.164768;lle.skl;two.swiss;7;0.276;0.918;0.99
0.217233;lle.skl;two.swiss;8;0.308;0.926;0.942
0.225747;lle.skl;two.swiss;9;0.3425;0.901;0.906
0.229814;lle.skl;two.swiss;10;0.3925;0.819;0.88
0.153194;lle.skl;two.swiss;11;0.375;0.851;0.979
0.209353;lle.skl;two.swiss;12;0.404;0.835;0.965
0.196719;lle.skl;two.swiss;13;0.4395;0.841;0.966
0.18416;lle.skl;two.swiss;14;0.4375;0.848;0.97
0.206333;lle.skl;two.swiss;15;0.4355;0.844;0.887
1.165133;lle.skl;mit-cbcl;5;0.04517;0.959;0.982
1.322315;lle.skl;mit-cbcl;6;0.04274;0.971;0.98
0.951422;lle.skl;mit-cbcl;7;0.051;0.956;0.976
0.909093;lle.skl;mit-cbcl;8;0.02137;0.977;0.981
1.018655;lle.skl;mit-cbcl;9;0.04177;0.972;0.985
0.98698;lle.skl;mit-cbcl;10;0.05634;0.964;0.984
0.971238;lle.skl;mit-cbcl;11;0.04225;0.97;0.984
1.074068;lle.skl;mit-cbcl;12;0.04565;0.965;0.981
1.224385;lle.skl;mit-cbcl;13;0.0238;0.974;0.982
1.396776;lle.skl;mit-cbcl;14;0.03448;0.973;0.98
1.431246;lle.skl;mit-cbcl;15;0.05682;0.961;0.981
2.182507;hlle.skl;coil20;6;0.12639;0.909;0.901
2.185386;hlle.skl;coil20;7;0.15069;0.923;0.897
4.404495;hlle.skl;coil20;8;0.14861;0.928;0.88
6.084431;hlle.skl;coil20;9;0.16944;0.935;0.865
6.275354;hlle.skl;coil20;10;0.19514;0.946;0.858
6.765813;hlle.skl;coil20;11;0.17083;0.944;0.835
6.617378;hlle.skl;coil20;12;0.1625;0.937;0.827
7.292512;hlle.skl;coil20;13;0.18403;0.939;0.833
7.389085;hlle.skl;coil20;14;0.18889;0.925;0.808
9.066328;hlle.skl;coil20;15;0.3;0.877;0.774
0.206032;hlle.skl;orl;6;0.3575;0.843;0.741
0.228497;hlle.skl;orl;7;0.4025;0.832;0.716
0.214961;hlle.skl;orl;8;0.5325;0.806;0.688
0.236703;hlle.skl;orl;9;0.6275;0.762;0.656
0.249465;hlle.skl;orl;10;0.7125;0.708;0.844
0.283761;hlle.skl;orl;11;0.7375;0.702;0.84
0.432152;hlle.skl;orl;12;0.49;0.816;0.89
1.32789;hlle.skl;orl;13;0.535;0.812;0.874
1.382205;hlle.skl;orl;14;0.5025;0.785;0.872
1.51631;hlle.skl;orl;15;0.4325;0.836;0.882
2.247308;hlle.skl;parallel.swiss;6;0.1145;0.995;0.873
2.360002;hlle.skl;parallel.swiss;7;0.1295;0.99;0.869
2.21928;hlle.skl;parallel.swiss;8;0.2965;0.942;0.992
2.255922;hlle.skl;parallel.swiss;9;0.3795;0.903;0.894
2.148545;hlle.skl;parallel.swiss;10;0.4125;0.874;0.879
2.306998;hlle.skl;parallel.swiss;11;0.408;0.872;0.882
2.26622;hlle.skl;parallel.swiss;12;0.3345;0.89;0.893
2.73979;hlle.skl;parallel.swiss;13;0.4055;0.88;0.869
2.501829;hlle.skl;parallel.swiss;14;0.3485;0.898;0.906
2.534582;hlle.skl;parallel.swiss;15;0.3355;0.901;0.887
2.246641;hlle.skl;broken.s_curve;6;0.1225;0.966;0.927
2.491205;hlle.skl;broken.s_curve;7;0.0835;0.985;0.94
2.402402;hlle.skl;broken.s_curve;8;0.15;0.954;0.931
2.449703;hlle.skl;broken.s_curve;9;0.0965;0.969;0.933
2.673934;hlle.skl;broken.s_curve;10;0.0875;0.984;0.942
2.248477;hlle.skl;broken.s_curve;11;0.0645;0.98;0.942
2.594538;hlle.skl;broken.s_curve;12;0.1165;0.972;0.944
2.428004;hlle.skl;broken.s_curve;13;0.1375;0.965;0.933
2.547331;hlle.skl;broken.s_curve;14;0.075;0.989;0.948
2.218552;hlle.skl;broken.s_curve;15;0.0725;0.986;0.95
